InsertionSort-Cresc,InsertionSort-Decresc,InsertionSort-Aleatorio,BubbleSort2-Cresc,BubbleSort2-Decresc,BubbleSort2-Aleatorio,BubbleSort-Cresc,BubbleSort-Decresc,BubbleSort-Aleatorio,SelectionSort-Cresc,SelectionSort-Decresc,SelectionSort-Aleatorio,BucketSort-Cresc,BucketSort-Decresc,BucketSort-Aleatorio,
1726,746495,380172,863,863,863,373679,373679,373679,373679,373679,373679,4319,4456,2791,
1728,748224,371082,864,864,864,374544,374544,374544,374544,374544,374544,4324,4460,2794,
1730,749955,362536,865,865,865,375410,375410,375410,375410,375410,375410,4329,4464,2797,
1732,751688,375998,866,866,866,376277,376277,376277,376277,376277,376277,4334,4468,2800,
1734,753423,372515,867,867,867,377145,377145,377145,377145,377145,377145,4339,4472,2803,
1736,755160,371897,868,868,868,378014,378014,378014,378014,378014,378014,4344,4476,2806,
1738,756899,376518,869,869,869,378884,378884,378884,378884,378884,378884,4349,4480,2809,
1740,758640,384949,870,870,870,379755,379755,379755,379755,379755,379755,4354,4484,2812,
1742,760383,376643,871,871,871,380627,380627,380627,380627,380627,380627,4359,4488,2815,
1744,762128,387261,872,872,872,381500,381500,381500,381500,381500,381500,4364,4492,2818,
1746,763875,370104,873,873,873,382374,382374,382374,382374,382374,382374,4369,4496,2821,
1748,765624,380503,874,874,874,383249,383249,383249,383249,383249,383249,4374,4500,2824,
1750,767375,376676,875,875,875,384125,384125,384125,384125,384125,384125,4379,4504,2827,
1752,769128,379907,876,876,876,385002,385002,385002,385002,385002,385002,4384,4508,2830,
1754,770883,368994,877,877,877,385880,385880,385880,385880,385880,385880,4389,4512,2833,
1756,772640,385101,878,878,878,386759,386759,386759,386759,386759,386759,4394,4516,2836,
1758,774399,390323,879,879,879,387639,387639,387639,387639,387639,387639,4399,4520,2839,
1760,776160,390179,880,880,880,388520,388520,388520,388520,388520,388520,4404,4524,2842,
1762,777923,393538,881,881,881,389402,389402,389402,389402,389402,389402,4409,4528,2845,
1764,779688,373360,882,882,882,390285,390285,390285,390285,390285,390285,4414,4532,2848,
1766,781455,378158,883,883,883,391169,391169,391169,391169,391169,391169,4419,4536,2851,
1768,783224,395391,884,884,884,392054,392054,392054,392054,392054,392054,4424,4540,2854,
1770,784995,389308,885,885,885,392940,392940,392940,392940,392940,392940,4429,4544,2857,
1772,786768,401832,886,886,886,393827,393827,393827,393827,393827,393827,4434,4548,2860,
1774,788543,377788,887,887,887,394715,394715,394715,394715,394715,394715,4439,4552,2863,
1776,790320,395127,888,888,888,395604,395604,395604,395604,395604,395604,4444,4556,2866,
1778,792099,415005,889,889,889,396494,396494,396494,396494,396494,396494,4449,4560,2869,
1780,793880,383880,890,890,890,397385,397385,397385,397385,397385,397385,4454,4564,2872,
1782,795663,393919,891,891,891,398277,398277,398277,398277,398277,398277,4459,4568,2875,
1784,797448,403257,892,892,892,399170,399170,399170,399170,399170,399170,4464,4572,2878,
1786,799235,398215,893,893,893,400064,400064,400064,400064,400064,400064,4469,4576,2881,
1788,801024,406288,894,894,894,400959,400959,400959,400959,400959,400959,4474,4580,2884,
1790,802815,397685,895,895,895,401855,401855,401855,401855,401855,401855,4479,4584,2887,
1792,804608,405173,896,896,896,402752,402752,402752,402752,402752,402752,4484,4588,2890,
1794,806403,411030,897,897,897,403650,403650,403650,403650,403650,403650,4489,4592,2893,
1796,808200,404932,898,898,898,404549,404549,404549,404549,404549,404549,4494,4596,2896,
1798,809999,388928,899,899,899,405449,405449,405449,405449,405449,405449,4499,4600,2899,
1800,811800,417158,900,900,900,406350,406350,406350,406350,406350,406350,4504,4604,2902,
1802,813603,394374,901,901,901,407252,407252,407252,407252,407252,407252,4509,4608,2905,
1804,815408,395539,902,902,902,408155,408155,408155,408155,408155,408155,4514,4612,2908,
1806,817215,412217,903,903,903,409059,409059,409059,409059,409059,409059,4519,4616,2911,
1808,819024,404974,904,904,904,409964,409964,409964,409964,409964,409964,4524,4620,2914,
1810,820835,414084,905,905,905,410870,410870,410870,410870,410870,410870,4529,4624,2917,
1812,822648,417128,906,906,906,411777,411777,411777,411777,411777,411777,4534,4628,2920,
1814,824463,406623,907,907,907,412685,412685,412685,412685,412685,412685,4539,4632,2923,
1816,826280,407610,908,908,908,413594,413594,413594,413594,413594,413594,4544,4636,2926,
1818,828099,419304,909,909,909,414504,414504,414504,414504,414504,414504,4549,4640,2929,
1820,829920,434921,910,910,910,415415,415415,415415,415415,415415,415415,4554,4644,2932,
1822,831743,396129,911,911,911,416327,416327,416327,416327,416327,416327,4559,4648,2935,
1824,833568,405912,912,912,912,417240,417240,417240,417240,417240,417240,4564,4652,2938,
1826,835395,413554,913,913,913,418154,418154,418154,418154,418154,418154,4569,4656,2941,
1828,837224,442758,914,914,914,419069,419069,419069,419069,419069,419069,4574,4660,2944,
1830,839055,413006,915,915,915,419985,419985,419985,419985,419985,419985,4579,4664,2947,
1832,840888,422845,916,916,916,420902,420902,420902,420902,420902,420902,4584,4668,2949,
1834,842723,436047,917,917,917,421820,421820,421820,421820,421820,421820,4589,4672,2953,
1836,844560,414337,918,918,918,422739,422739,422739,422739,422739,422739,4594,4676,2956,
1838,846399,423278,919,919,919,423659,423659,423659,423659,423659,423659,4599,4680,2959,
1840,848240,418359,920,920,920,424580,424580,424580,424580,424580,424580,4604,4684,2962,
1842,850083,423060,921,921,921,425502,425502,425502,425502,425502,425502,4609,4688,2965,
1844,851928,420942,922,922,922,426425,426425,426425,426425,426425,426425,4614,4692,2968,
1846,853775,427551,923,923,923,427349,427349,427349,427349,427349,427349,4619,4696,2971,
1848,855624,406828,924,924,924,428274,428274,428274,428274,428274,428274,4624,4700,2974,
1850,857475,429917,925,925,925,429200,429200,429200,429200,429200,429200,4629,4704,2977,
1852,859328,446728,926,926,926,430127,430127,430127,430127,430127,430127,4634,4708,2980,
1854,861183,445369,927,927,927,431055,431055,431055,431055,431055,431055,4639,4712,2983,
1856,863040,430719,928,928,928,431984,431984,431984,431984,431984,431984,4644,4716,2986,
1858,864899,453588,929,929,929,432914,432914,432914,432914,432914,432914,4649,4720,2989,
1860,866760,423452,930,930,930,433845,433845,433845,433845,433845,433845,4654,4724,2992,
1862,868623,434607,931,931,931,434777,434777,434777,434777,434777,434777,4659,4728,2995,
1864,870488,435420,932,932,932,435710,435710,435710,435710,435710,435710,4664,4732,2998,
1866,872355,417091,933,933,933,436644,436644,436644,436644,436644,436644,4669,4736,3001,
1868,874224,435033,934,934,934,437579,437579,437579,437579,437579,437579,4674,4740,3004,
1870,876095,437265,935,935,935,438515,438515,438515,438515,438515,438515,4679,4744,3007,
1872,877968,447183,936,936,936,439452,439452,439452,439452,439452,439452,4684,4748,3010,
1874,879843,428253,937,937,937,440390,440390,440390,440390,440390,440390,4689,4752,3013,
1876,881720,443630,938,938,938,441329,441329,441329,441329,441329,441329,4694,4756,3016,
1878,883599,427090,939,939,939,442269,442269,442269,442269,442269,442269,4699,4760,3019,
1880,885480,431249,940,940,940,443210,443210,443210,443210,443210,443210,4704,4764,3022,
1882,887363,446369,941,941,941,444152,444152,444152,444152,444152,444152,4709,4768,3025,
1884,889248,428056,942,942,942,445095,445095,445095,445095,445095,445095,4714,4772,3028,
1886,891135,442420,943,943,943,446039,446039,446039,446039,446039,446039,4719,4776,3031,
1888,893024,436713,944,944,944,446984,446984,446984,446984,446984,446984,4724,4780,3034,
1890,894915,443760,945,945,945,447930,447930,447930,447930,447930,447930,4729,4784,3037,
1892,896808,445846,946,946,946,448877,448877,448877,448877,448877,448877,4734,4788,3040,
1894,898703,456103,947,947,947,449825,449825,449825,449825,449825,449825,4739,4792,3043,
1896,900600,454731,948,948,948,450774,450774,450774,450774,450774,450774,4744,4796,3046,
1898,902499,446311,949,949,949,451724,451724,451724,451724,451724,451724,4749,4800,3049,
1900,904400,436665,950,950,950,452675,452675,452675,452675,452675,452675,4754,4804,3052,
1902,906303,441331,951,951,951,453627,453627,453627,453627,453627,453627,4759,4808,3055,
1904,908208,476669,952,952,952,454580,454580,454580,454580,454580,454580,4764,4812,3058,
1906,910115,462162,953,953,953,455534,455534,455534,455534,455534,455534,4769,4816,3061,
1908,912024,453258,954,954,954,456489,456489,456489,456489,456489,456489,4774,4820,3064,
1910,913935,457619,955,955,955,457445,457445,457445,457445,457445,457445,4779,4824,3067,
1912,915848,467199,956,956,956,458402,458402,458402,458402,458402,458402,4784,4828,3070,
1914,917763,458101,957,957,957,459360,459360,459360,459360,459360,459360,4789,4832,3073,
1916,919680,453839,958,958,958,460319,460319,460319,460319,460319,460319,4794,4836,3076,
1918,921599,462888,959,959,959,461279,461279,461279,461279,461279,461279,4799,4840,3079,
1920,923520,465427,960,960,960,462240,462240,462240,462240,462240,462240,4804,4844,3082,
1922,925443,464584,961,961,961,463202,463202,463202,463202,463202,463202,4809,4848,3085,
1924,927368,456651,962,962,962,464165,464165,464165,464165,464165,464165,4814,4852,3088,
1926,929295,473916,963,963,963,465129,465129,465129,465129,465129,465129,4819,4856,3091,
1928,931224,466224,964,964,964,466094,466094,466094,466094,466094,466094,4824,4860,3094,
1930,933155,485883,965,965,965,467060,467060,467060,467060,467060,467060,4829,4864,3097,
1932,935088,457763,966,966,966,468027,468027,468027,468027,468027,468027,4834,4868,3100,
1934,937023,448914,967,967,967,468995,468995,468995,468995,468995,468995,4839,4872,3103,
1936,938960,484429,968,968,968,469964,469964,469964,469964,469964,469964,4844,4876,3106,
1938,940899,466142,969,969,969,470934,470934,470934,470934,470934,470934,4849,4880,3109,
1940,942840,468456,970,970,970,471905,471905,471905,471905,471905,471905,4854,4884,3112,
1942,944783,457747,971,971,971,472877,472877,472877,472877,472877,472877,4859,4888,3115,
1944,946728,472729,972,972,972,473850,473850,473850,473850,473850,473850,4864,4892,3118,
1946,948675,464018,973,973,973,474824,474824,474824,474824,474824,474824,4869,4896,3121,
1948,950624,487045,974,974,974,475799,475799,475799,475799,475799,475799,4874,4900,3124,
1950,952575,478870,975,975,975,476775,476775,476775,476775,476775,476775,4879,4904,3127,
1952,954528,464270,976,976,976,477752,477752,477752,477752,477752,477752,4884,4908,3130,
1954,956483,478781,977,977,977,478730,478730,478730,478730,478730,478730,4889,4912,3133,
1956,958440,491766,978,978,978,479709,479709,479709,479709,479709,479709,4894,4916,3136,
1958,960399,493230,979,979,979,480689,480689,480689,480689,480689,480689,4899,4920,3139,
1960,962360,479026,980,980,980,481670,481670,481670,481670,481670,481670,4904,4924,3142,
1962,964323,482011,981,981,981,482652,482652,482652,482652,482652,482652,4909,4928,3145,
1964,966288,479445,982,982,982,483635,483635,483635,483635,483635,483635,4914,4932,3148,
1966,968255,481673,983,983,983,484619,484619,484619,484619,484619,484619,4919,4936,3151,
1968,970224,479807,984,984,984,485604,485604,485604,485604,485604,485604,4924,4940,3154,
1970,972195,479275,985,985,985,486590,486590,486590,486590,486590,486590,4929,4944,3157,
1972,974168,498868,986,986,986,487577,487577,487577,487577,487577,487577,4934,4948,3160,
1974,976143,487636,987,987,987,488565,488565,488565,488565,488565,488565,4939,4952,3163,
1976,978120,483483,988,988,988,489554,489554,489554,489554,489554,489554,4944,4956,3166,
1978,980099,500968,989,989,989,490544,490544,490544,490544,490544,490544,4949,4960,3169,
1980,982080,487035,990,990,990,491535,491535,491535,491535,491535,491535,4954,4964,3172,
1982,984063,477804,991,991,991,492527,492527,492527,492527,492527,492527,4959,4968,3175,
1984,986048,497461,992,992,992,493520,493520,493520,493520,493520,493520,4964,4972,3178,
1986,988035,462753,993,993,993,494514,494514,494514,494514,494514,494514,4969,4976,3181,
1988,990024,488544,994,994,994,495509,495509,495509,495509,495509,495509,4974,4980,3184,
1990,992015,512367,995,995,995,496505,496505,496505,496505,496505,496505,4979,4984,3187,
1992,994008,488829,996,996,996,497502,497502,497502,497502,497502,497502,4984,4988,3190,
1994,996003,498824,997,997,997,498500,498500,498500,498500,498500,498500,4989,4992,3193,
1996,998000,473927,998,998,998,499499,499499,499499,499499,499499,499499,4994,4996,3196,
1998,999999,505158,999,999,999,500499,500499,500499,500499,500499,500499,4999,4999,3199,
