InsertionSort-Cresc,InsertionSort-Decresc,InsertionSort-Aleatorio,BubbleSort2-Cresc,BubbleSort2-Decresc,BubbleSort2-Aleatorio,BubbleSort-Cresc,BubbleSort-Decresc,BubbleSort-Aleatorio,SelectionSort-Cresc,SelectionSort-Decresc,SelectionSort-Aleatorio,BucketSort-Cresc,BucketSort-Decresc,BucketSort-Aleatorio,
1084,294848,144040,542,542,542,147695,147695,147695,147695,147695,147695,2714,3172,1828,
1086,295935,143390,543,543,543,148239,148239,148239,148239,148239,148239,2719,3176,1831,
1088,297024,148014,544,544,544,148784,148784,148784,148784,148784,148784,2724,3180,1834,
1090,298115,149460,545,545,545,149330,149330,149330,149330,149330,149330,2729,3184,1836,
1092,299208,153721,546,546,546,149877,149877,149877,149877,149877,149877,2734,3188,1840,
1094,300303,148816,547,547,547,150425,150425,150425,150425,150425,150425,2739,3192,1842,
1096,301400,149824,548,548,548,150974,150974,150974,150974,150974,150974,2744,3196,1846,
1098,302499,152473,549,549,549,151524,151524,151524,151524,151524,151524,2749,3200,1849,
1100,303600,150868,550,550,550,152075,152075,152075,152075,152075,152075,2754,3204,1852,
1102,304703,154473,551,551,551,152627,152627,152627,152627,152627,152627,2759,3208,1855,
1104,305808,154011,552,552,552,153180,153180,153180,153180,153180,153180,2764,3212,1857,
1106,306915,158432,553,553,553,153734,153734,153734,153734,153734,153734,2769,3216,1861,
1108,308024,155010,554,554,554,154289,154289,154289,154289,154289,154289,2774,3220,1864,
1110,309135,151347,555,555,555,154845,154845,154845,154845,154845,154845,2779,3224,1867,
1112,310248,152231,556,556,556,155402,155402,155402,155402,155402,155402,2784,3228,1870,
1114,311363,154992,557,557,557,155960,155960,155960,155960,155960,155960,2789,3232,1873,
1116,312480,153105,558,558,558,156519,156519,156519,156519,156519,156519,2794,3236,1876,
1118,313599,152847,559,559,559,157079,157079,157079,157079,157079,157079,2799,3240,1877,
1120,314720,157729,560,560,560,157640,157640,157640,157640,157640,157640,2804,3244,1882,
1122,315843,155970,561,561,561,158202,158202,158202,158202,158202,158202,2809,3248,1885,
1124,316968,155219,562,562,562,158765,158765,158765,158765,158765,158765,2814,3252,1888,
1126,318095,156622,563,563,563,159329,159329,159329,159329,159329,159329,2819,3256,1891,
1128,319224,158022,564,564,564,159894,159894,159894,159894,159894,159894,2824,3260,1893,
1130,320355,159080,565,565,565,160460,160460,160460,160460,160460,160460,2829,3264,1897,
1132,321488,165174,566,566,566,161027,161027,161027,161027,161027,161027,2834,3268,1900,
1134,322623,157699,567,567,567,161595,161595,161595,161595,161595,161595,2839,3272,1903,
1136,323760,155559,568,568,568,162164,162164,162164,162164,162164,162164,2844,3276,1904,
1138,324899,161522,569,569,569,162734,162734,162734,162734,162734,162734,2849,3280,1909,
1140,326040,158255,570,570,570,163305,163305,163305,163305,163305,163305,2854,3284,1912,
1142,327183,162325,571,571,571,163877,163877,163877,163877,163877,163877,2859,3288,1915,
1144,328328,159657,572,572,572,164450,164450,164450,164450,164450,164450,2864,3292,1918,
1146,329475,157390,573,573,573,165024,165024,165024,165024,165024,165024,2869,3296,1921,
1148,330624,157946,574,574,574,165599,165599,165599,165599,165599,165599,2874,3300,1924,
1150,331775,169145,575,575,575,166175,166175,166175,166175,166175,166175,2879,3304,1927,
1152,332928,165661,576,576,576,166752,166752,166752,166752,166752,166752,2884,3308,1930,
1154,334083,162939,577,577,577,167330,167330,167330,167330,167330,167330,2889,3312,1932,
1156,335240,171410,578,578,578,167909,167909,167909,167909,167909,167909,2894,3316,1936,
1158,336399,170320,579,579,579,168489,168489,168489,168489,168489,168489,2899,3320,1939,
1160,337560,169592,580,580,580,169070,169070,169070,169070,169070,169070,2904,3324,1942,
1162,338723,163738,581,581,581,169652,169652,169652,169652,169652,169652,2909,3328,1944,
1164,339888,166996,582,582,582,170235,170235,170235,170235,170235,170235,2914,3332,1948,
1166,341055,163361,583,583,583,170819,170819,170819,170819,170819,170819,2919,3336,1951,
1168,342224,180685,584,584,584,171404,171404,171404,171404,171404,171404,2924,3340,1954,
1170,343395,167780,585,585,585,171990,171990,171990,171990,171990,171990,2929,3344,1957,
1172,344568,170737,586,586,586,172577,172577,172577,172577,172577,172577,2934,3348,1959,
1174,345743,164928,587,587,587,173165,173165,173165,173165,173165,173165,2939,3352,1963,
1176,346920,170092,588,588,588,173754,173754,173754,173754,173754,173754,2944,3356,1966,
1178,348099,175455,589,589,589,174344,174344,174344,174344,174344,174344,2949,3360,1969,
1180,349280,177570,590,590,590,174935,174935,174935,174935,174935,174935,2954,3364,1972,
1182,350463,177353,591,591,591,175527,175527,175527,175527,175527,175527,2959,3368,1975,
1184,351648,166053,592,592,592,176120,176120,176120,176120,176120,176120,2964,3372,1978,
1186,352835,178677,593,593,593,176714,176714,176714,176714,176714,176714,2969,3376,1980,
1188,354024,179428,594,594,594,177309,177309,177309,177309,177309,177309,2974,3380,1984,
1190,355215,171864,595,595,595,177905,177905,177905,177905,177905,177905,2979,3384,1987,
1192,356408,173091,596,596,596,178502,178502,178502,178502,178502,178502,2984,3388,1990,
1194,357603,171507,597,597,597,179100,179100,179100,179100,179100,179100,2989,3392,1992,
1196,358800,179008,598,598,598,179699,179699,179699,179699,179699,179699,2994,3396,1996,
1198,359999,177925,599,599,599,180299,180299,180299,180299,180299,180299,2999,3400,1999,
1200,361200,183253,600,600,600,180900,180900,180900,180900,180900,180900,3004,3404,2002,
1202,362403,171290,601,601,601,181502,181502,181502,181502,181502,181502,3009,3408,2004,
1204,363608,177193,602,602,602,182105,182105,182105,182105,182105,182105,3014,3412,2008,
1206,364815,181005,603,603,603,182709,182709,182709,182709,182709,182709,3019,3416,2011,
1208,366024,182803,604,604,604,183314,183314,183314,183314,183314,183314,3024,3420,2014,
1210,367235,187593,605,605,605,183920,183920,183920,183920,183920,183920,3029,3424,2017,
1212,368448,188341,606,606,606,184527,184527,184527,184527,184527,184527,3034,3428,2020,
1214,369663,187725,607,607,607,185135,185135,185135,185135,185135,185135,3039,3432,2023,
1216,370880,178153,608,608,608,185744,185744,185744,185744,185744,185744,3044,3436,2026,
1218,372099,188228,609,609,609,186354,186354,186354,186354,186354,186354,3049,3440,2029,
1220,373320,190459,610,610,610,186965,186965,186965,186965,186965,186965,3054,3444,2032,
1222,374543,184134,611,611,611,187577,187577,187577,187577,187577,187577,3059,3448,2035,
1224,375768,191900,612,612,612,188190,188190,188190,188190,188190,188190,3064,3452,2038,
1226,376995,184692,613,613,613,188804,188804,188804,188804,188804,188804,3069,3456,2041,
1228,378224,183438,614,614,614,189419,189419,189419,189419,189419,189419,3074,3460,2044,
1230,379455,190648,615,615,615,190035,190035,190035,190035,190035,190035,3079,3464,2047,
1232,380688,195509,616,616,616,190652,190652,190652,190652,190652,190652,3084,3468,2050,
1234,381923,196736,617,617,617,191270,191270,191270,191270,191270,191270,3089,3472,2052,
1236,383160,192446,618,618,618,191889,191889,191889,191889,191889,191889,3094,3476,2055,
1238,384399,188116,619,619,619,192509,192509,192509,192509,192509,192509,3099,3480,2059,
1240,385640,193777,620,620,620,193130,193130,193130,193130,193130,193130,3104,3484,2062,
1242,386883,195042,621,621,621,193752,193752,193752,193752,193752,193752,3109,3488,2065,
1244,388128,182550,622,622,622,194375,194375,194375,194375,194375,194375,3114,3492,2068,
1246,389375,185697,623,623,623,194999,194999,194999,194999,194999,194999,3119,3496,2071,
1248,390624,203833,624,624,624,195624,195624,195624,195624,195624,195624,3124,3500,2074,
1250,391875,192409,625,625,625,196250,196250,196250,196250,196250,196250,3129,3504,2076,
1252,393128,188578,626,626,626,196877,196877,196877,196877,196877,196877,3134,3508,2080,
1254,394383,201967,627,627,627,197505,197505,197505,197505,197505,197505,3139,3512,2083,
1256,395640,196548,628,628,628,198134,198134,198134,198134,198134,198134,3144,3516,2086,
1258,396899,197051,629,629,629,198764,198764,198764,198764,198764,198764,3149,3520,2088,
1260,398160,194821,630,630,630,199395,199395,199395,199395,199395,199395,3154,3524,2092,
1262,399423,204404,631,631,631,200027,200027,200027,200027,200027,200027,3159,3528,2094,
1264,400688,199719,632,632,632,200660,200660,200660,200660,200660,200660,3164,3532,2098,
1266,401955,201171,633,633,633,201294,201294,201294,201294,201294,201294,3169,3536,2101,
1268,403224,198572,634,634,634,201929,201929,201929,201929,201929,201929,3174,3540,2104,
1270,404495,208813,635,635,635,202565,202565,202565,202565,202565,202565,3179,3544,2107,
1272,405768,200382,636,636,636,203202,203202,203202,203202,203202,203202,3184,3548,2109,
1274,407043,213064,637,637,637,203840,203840,203840,203840,203840,203840,3189,3552,2113,
1276,408320,202257,638,638,638,204479,204479,204479,204479,204479,204479,3194,3556,2116,
1278,409599,213548,639,639,639,205119,205119,205119,205119,205119,205119,3199,3560,2119,
1280,410880,203557,640,640,640,205760,205760,205760,205760,205760,205760,3204,3564,2122,
1282,412163,198932,641,641,641,206402,206402,206402,206402,206402,206402,3209,3568,2125,
1284,413448,209990,642,642,642,207045,207045,207045,207045,207045,207045,3214,3572,2128,
1286,414735,204566,643,643,643,207689,207689,207689,207689,207689,207689,3219,3576,2131,
1288,416024,208369,644,644,644,208334,208334,208334,208334,208334,208334,3224,3580,2133,
1290,417315,208224,645,645,645,208980,208980,208980,208980,208980,208980,3229,3584,2137,
1292,418608,205201,646,646,646,209627,209627,209627,209627,209627,209627,3234,3588,2140,
1294,419903,208764,647,647,647,210275,210275,210275,210275,210275,210275,3239,3592,2143,
1296,421200,218860,648,648,648,210924,210924,210924,210924,210924,210924,3244,3596,2146,
1298,422499,215402,649,649,649,211574,211574,211574,211574,211574,211574,3249,3600,2149,
1300,423800,208306,650,650,650,212225,212225,212225,212225,212225,212225,3254,3604,2151,
1302,425103,208871,651,651,651,212877,212877,212877,212877,212877,212877,3259,3608,2155,
1304,426408,206228,652,652,652,213530,213530,213530,213530,213530,213530,3264,3612,2158,
1306,427715,210817,653,653,653,214184,214184,214184,214184,214184,214184,3269,3616,2161,
1308,429024,218691,654,654,654,214839,214839,214839,214839,214839,214839,3274,3620,2164,
1310,430335,220695,655,655,655,215495,215495,215495,215495,215495,215495,3279,3624,2167,
1312,431648,210000,656,656,656,216152,216152,216152,216152,216152,216152,3284,3628,2170,
1314,432963,214612,657,657,657,216810,216810,216810,216810,216810,216810,3289,3632,2173,
1316,434280,224649,658,658,658,217469,217469,217469,217469,217469,217469,3294,3636,2176,
1318,435599,209193,659,659,659,218129,218129,218129,218129,218129,218129,3299,3640,2179,
1320,436920,206937,660,660,660,218790,218790,218790,218790,218790,218790,3304,3644,2182,
1322,438243,218871,661,661,661,219452,219452,219452,219452,219452,219452,3309,3648,2185,
1324,439568,219396,662,662,662,220115,220115,220115,220115,220115,220115,3314,3652,2188,
1326,440895,217984,663,663,663,220779,220779,220779,220779,220779,220779,3319,3656,2191,
1328,442224,223470,664,664,664,221444,221444,221444,221444,221444,221444,3324,3660,2194,
1330,443555,213672,665,665,665,222110,222110,222110,222110,222110,222110,3329,3664,2197,
1332,444888,219437,666,666,666,222777,222777,222777,222777,222777,222777,3334,3668,2200,
1334,446223,212010,667,667,667,223445,223445,223445,223445,223445,223445,3339,3672,2203,
1336,447560,225290,668,668,668,224114,224114,224114,224114,224114,224114,3344,3676,2206,
1338,448899,229428,669,669,669,224784,224784,224784,224784,224784,224784,3349,3680,2209,
1340,450240,225470,670,670,670,225455,225455,225455,225455,225455,225455,3354,3684,2212,
1342,451583,217765,671,671,671,226127,226127,226127,226127,226127,226127,3359,3688,2215,
1344,452928,216304,672,672,672,226800,226800,226800,226800,226800,226800,3364,3692,2218,
1346,454275,219043,673,673,673,227474,227474,227474,227474,227474,227474,3369,3696,2221,
1348,455624,222058,674,674,674,228149,228149,228149,228149,228149,228149,3374,3700,2224,
1350,456975,219437,675,675,675,228825,228825,228825,228825,228825,228825,3379,3704,2227,
1352,458328,233796,676,676,676,229502,229502,229502,229502,229502,229502,3384,3708,2229,
1354,459683,235906,677,677,677,230180,230180,230180,230180,230180,230180,3389,3712,2233,
1356,461040,226767,678,678,678,230859,230859,230859,230859,230859,230859,3394,3716,2236,
1358,462399,228666,679,679,679,231539,231539,231539,231539,231539,231539,3399,3720,2239,
1360,463760,231676,680,680,680,232220,232220,232220,232220,232220,232220,3404,3724,2242,
1362,465123,242761,681,681,681,232902,232902,232902,232902,232902,232902,3409,3728,2245,
1364,466488,233759,682,682,682,233585,233585,233585,233585,233585,233585,3414,3732,2248,
1366,467855,230756,683,683,683,234269,234269,234269,234269,234269,234269,3419,3736,2251,
1368,469224,219236,684,684,684,234954,234954,234954,234954,234954,234954,3424,3740,2254,
1370,470595,238160,685,685,685,235640,235640,235640,235640,235640,235640,3429,3744,2256,
1372,471968,237112,686,686,686,236327,236327,236327,236327,236327,236327,3434,3748,2260,
1374,473343,224588,687,687,687,237015,237015,237015,237015,237015,237015,3439,3752,2263,
1376,474720,244084,688,688,688,237704,237704,237704,237704,237704,237704,3444,3756,2266,
1378,476099,231010,689,689,689,238394,238394,238394,238394,238394,238394,3449,3760,2269,
1380,477480,235489,690,690,690,239085,239085,239085,239085,239085,239085,3454,3764,2272,
1382,478863,241242,691,691,691,239777,239777,239777,239777,239777,239777,3459,3768,2275,
1384,480248,249638,692,692,692,240470,240470,240470,240470,240470,240470,3464,3772,2278,
1386,481635,236567,693,693,693,241164,241164,241164,241164,241164,241164,3469,3776,2281,
1388,483024,237310,694,694,694,241859,241859,241859,241859,241859,241859,3474,3780,2284,
1390,484415,241436,695,695,695,242555,242555,242555,242555,242555,242555,3479,3784,2287,
1392,485808,241128,696,696,696,243252,243252,243252,243252,243252,243252,3484,3788,2290,
1394,487203,249237,697,697,697,243950,243950,243950,243950,243950,243950,3489,3792,2293,
1396,488600,236750,698,698,698,244649,244649,244649,244649,244649,244649,3494,3796,2296,
1398,489999,246253,699,699,699,245349,245349,245349,245349,245349,245349,3499,3800,2299,
1400,491400,237962,700,700,700,246050,246050,246050,246050,246050,246050,3504,3804,2302,
1402,492803,242390,701,701,701,246752,246752,246752,246752,246752,246752,3509,3808,2305,
1404,494208,241672,702,702,702,247455,247455,247455,247455,247455,247455,3514,3812,2308,
1406,495615,240222,703,703,703,248159,248159,248159,248159,248159,248159,3519,3816,2310,
1408,497024,244478,704,704,704,248864,248864,248864,248864,248864,248864,3524,3820,2314,
1410,498435,246116,705,705,705,249570,249570,249570,249570,249570,249570,3529,3824,2317,
1412,499848,244215,706,706,706,250277,250277,250277,250277,250277,250277,3534,3828,2320,
1414,501263,244226,707,707,707,250985,250985,250985,250985,250985,250985,3539,3832,2323,
1416,502680,251769,708,708,708,251694,251694,251694,251694,251694,251694,3544,3836,2326,
1418,504099,248534,709,709,709,252404,252404,252404,252404,252404,252404,3549,3840,2329,
1420,505520,255694,710,710,710,253115,253115,253115,253115,253115,253115,3554,3844,2332,
1422,506943,251839,711,711,711,253827,253827,253827,253827,253827,253827,3559,3848,2335,
1424,508368,255739,712,712,712,254540,254540,254540,254540,254540,254540,3564,3852,2338,
1426,509795,269531,713,713,713,255254,255254,255254,255254,255254,255254,3569,3856,2340,
1428,511224,251498,714,714,714,255969,255969,255969,255969,255969,255969,3574,3860,2344,
1430,512655,253577,715,715,715,256685,256685,256685,256685,256685,256685,3579,3864,2347,
1432,514088,254018,716,716,716,257402,257402,257402,257402,257402,257402,3584,3868,2350,
1434,515523,260872,717,717,717,258120,258120,258120,258120,258120,258120,3589,3872,2353,
1436,516960,258776,718,718,718,258839,258839,258839,258839,258839,258839,3594,3876,2356,
1438,518399,252970,719,719,719,259559,259559,259559,259559,259559,259559,3599,3880,2359,
1440,519840,250858,720,720,720,260280,260280,260280,260280,260280,260280,3604,3884,2361,
1442,521283,250550,721,721,721,261002,261002,261002,261002,261002,261002,3609,3888,2365,
1444,522728,255771,722,722,722,261725,261725,261725,261725,261725,261725,3614,3892,2368,
1446,524175,267888,723,723,723,262449,262449,262449,262449,262449,262449,3619,3896,2370,
1448,525624,259544,724,724,724,263174,263174,263174,263174,263174,263174,3624,3900,2374,
1450,527075,258323,725,725,725,263900,263900,263900,263900,263900,263900,3629,3904,2377,
1452,528528,269792,726,726,726,264627,264627,264627,264627,264627,264627,3634,3908,2380,
1454,529983,271868,727,727,727,265355,265355,265355,265355,265355,265355,3639,3912,2383,
1456,531440,254366,728,728,728,266084,266084,266084,266084,266084,266084,3644,3916,2386,
1458,532899,263589,729,729,729,266814,266814,266814,266814,266814,266814,3649,3920,2389,
1460,534360,266453,730,730,730,267545,267545,267545,267545,267545,267545,3654,3924,2392,
1462,535823,265612,731,731,731,268277,268277,268277,268277,268277,268277,3659,3928,2395,
1464,537288,261452,732,732,732,269010,269010,269010,269010,269010,269010,3664,3932,2398,
1466,538755,272659,733,733,733,269744,269744,269744,269744,269744,269744,3669,3936,2401,
1468,540224,265355,734,734,734,270479,270479,270479,270479,270479,270479,3674,3940,2404,
1470,541695,261668,735,735,735,271215,271215,271215,271215,271215,271215,3679,3944,2407,
1472,543168,262215,736,736,736,271952,271952,271952,271952,271952,271952,3684,3948,2410,
1474,544643,269392,737,737,737,272690,272690,272690,272690,272690,272690,3689,3952,2413,
1476,546120,254840,738,738,738,273429,273429,273429,273429,273429,273429,3694,3956,2416,
1478,547599,280419,739,739,739,274169,274169,274169,274169,274169,274169,3699,3960,2419,
1480,549080,275959,740,740,740,274910,274910,274910,274910,274910,274910,3704,3964,2422,
1482,550563,272480,741,741,741,275652,275652,275652,275652,275652,275652,3709,3968,2425,
1484,552048,279885,742,742,742,276395,276395,276395,276395,276395,276395,3714,3972,2428,
1486,553535,276543,743,743,743,277139,277139,277139,277139,277139,277139,3719,3976,2431,
1488,555024,268550,744,744,744,277884,277884,277884,277884,277884,277884,3724,3980,2434,
1490,556515,283669,745,745,745,278630,278630,278630,278630,278630,278630,3729,3984,2437,
1492,558008,271666,746,746,746,279377,279377,279377,279377,279377,279377,3734,3988,2440,
1494,559503,280484,747,747,747,280125,280125,280125,280125,280125,280125,3739,3992,2443,
1496,561000,286687,748,748,748,280874,280874,280874,280874,280874,280874,3744,3996,2446,
1498,562499,282584,749,749,749,281624,281624,281624,281624,281624,281624,3749,4000,2449,
1500,564000,278647,750,750,750,282375,282375,282375,282375,282375,282375,3754,4004,2452,
1502,565503,263646,751,751,751,283127,283127,283127,283127,283127,283127,3759,4008,2454,
1504,567008,281942,752,752,752,283880,283880,283880,283880,283880,283880,3764,4012,2458,
1506,568515,280554,753,753,753,284634,284634,284634,284634,284634,284634,3769,4016,2461,
1508,570024,285237,754,754,754,285389,285389,285389,285389,285389,285389,3774,4020,2464,
1510,571535,291959,755,755,755,286145,286145,286145,286145,286145,286145,3779,4024,2467,
1512,573048,277622,756,756,756,286902,286902,286902,286902,286902,286902,3784,4028,2470,
1514,574563,281924,757,757,757,287660,287660,287660,287660,287660,287660,3789,4032,2473,
1516,576080,283237,758,758,758,288419,288419,288419,288419,288419,288419,3794,4036,2476,
1518,577599,285503,759,759,759,289179,289179,289179,289179,289179,289179,3799,4040,2479,
1520,579120,283740,760,760,760,289940,289940,289940,289940,289940,289940,3804,4044,2482,
1522,580643,276537,761,761,761,290702,290702,290702,290702,290702,290702,3809,4048,2485,
1524,582168,287863,762,762,762,291465,291465,291465,291465,291465,291465,3814,4052,2488,
1526,583695,297999,763,763,763,292229,292229,292229,292229,292229,292229,3819,4056,2491,
1528,585224,293994,764,764,764,292994,292994,292994,292994,292994,292994,3824,4060,2494,
1530,586755,293886,765,765,765,293760,293760,293760,293760,293760,293760,3829,4064,2497,
1532,588288,291737,766,766,766,294527,294527,294527,294527,294527,294527,3834,4068,2500,
1534,589823,294096,767,767,767,295295,295295,295295,295295,295295,295295,3839,4072,2503,
1536,591360,290919,768,768,768,296064,296064,296064,296064,296064,296064,3844,4076,2506,
1538,592899,289034,769,769,769,296834,296834,296834,296834,296834,296834,3849,4080,2509,
1540,594440,314113,770,770,770,297605,297605,297605,297605,297605,297605,3854,4084,2512,
1542,595983,294477,771,771,771,298377,298377,298377,298377,298377,298377,3859,4088,2515,
1544,597528,299765,772,772,772,299150,299150,299150,299150,299150,299150,3864,4092,2518,
1546,599075,296846,773,773,773,299924,299924,299924,299924,299924,299924,3869,4096,2520,
1548,600624,313578,774,774,774,300699,300699,300699,300699,300699,300699,3874,4100,2524,
1550,602175,302381,775,775,775,301475,301475,301475,301475,301475,301475,3879,4104,2527,
1552,603728,304046,776,776,776,302252,302252,302252,302252,302252,302252,3884,4108,2530,
1554,605283,291338,777,777,777,303030,303030,303030,303030,303030,303030,3889,4112,2533,
1556,606840,298055,778,778,778,303809,303809,303809,303809,303809,303809,3894,4116,2536,
1558,608399,307518,779,779,779,304589,304589,304589,304589,304589,304589,3899,4120,2539,
1560,609960,306343,780,780,780,305370,305370,305370,305370,305370,305370,3904,4124,2542,
1562,611523,301807,781,781,781,306152,306152,306152,306152,306152,306152,3909,4128,2545,
1564,613088,300397,782,782,782,306935,306935,306935,306935,306935,306935,3914,4132,2548,
1566,614655,306144,783,783,783,307719,307719,307719,307719,307719,307719,3919,4136,2551,
1568,616224,299218,784,784,784,308504,308504,308504,308504,308504,308504,3924,4140,2554,
1570,617795,306379,785,785,785,309290,309290,309290,309290,309290,309290,3929,4144,2557,
1572,619368,298818,786,786,786,310077,310077,310077,310077,310077,310077,3934,4148,2560,
1574,620943,315051,787,787,787,310865,310865,310865,310865,310865,310865,3939,4152,2563,
1576,622520,311956,788,788,788,311654,311654,311654,311654,311654,311654,3944,4156,2566,
1578,624099,305840,789,789,789,312444,312444,312444,312444,312444,312444,3949,4160,2569,
1580,625680,317050,790,790,790,313235,313235,313235,313235,313235,313235,3954,4164,2572,
1582,627263,311855,791,791,791,314027,314027,314027,314027,314027,314027,3959,4168,2575,
1584,628848,311583,792,792,792,314820,314820,314820,314820,314820,314820,3964,4172,2578,
1586,630435,311626,793,793,793,315614,315614,315614,315614,315614,315614,3969,4176,2581,
1588,632024,317775,794,794,794,316409,316409,316409,316409,316409,316409,3974,4180,2583,
1590,633615,323432,795,795,795,317205,317205,317205,317205,317205,317205,3979,4184,2587,
1592,635208,318432,796,796,796,318002,318002,318002,318002,318002,318002,3984,4188,2590,
1594,636803,297716,797,797,797,318800,318800,318800,318800,318800,318800,3989,4192,2593,
1596,638400,303818,798,798,798,319599,319599,319599,319599,319599,319599,3994,4196,2596,
1598,639999,320344,799,799,799,320399,320399,320399,320399,320399,320399,3999,4200,2599,
1600,641600,311674,800,800,800,321200,321200,321200,321200,321200,321200,4004,4204,2602,
1602,643203,322522,801,801,801,322002,322002,322002,322002,322002,322002,4009,4208,2605,
1604,644808,330418,802,802,802,322805,322805,322805,322805,322805,322805,4014,4212,2608,
1606,646415,307179,803,803,803,323609,323609,323609,323609,323609,323609,4019,4216,2611,
1608,648024,333532,804,804,804,324414,324414,324414,324414,324414,324414,4024,4220,2614,
1610,649635,307238,805,805,805,325220,325220,325220,325220,325220,325220,4029,4224,2617,
1612,651248,331489,806,806,806,326027,326027,326027,326027,326027,326027,4034,4228,2620,
1614,652863,315916,807,807,807,326835,326835,326835,326835,326835,326835,4039,4232,2623,
1616,654480,323382,808,808,808,327644,327644,327644,327644,327644,327644,4044,4236,2625,
1618,656099,323636,809,809,809,328454,328454,328454,328454,328454,328454,4049,4240,2629,
1620,657720,330074,810,810,810,329265,329265,329265,329265,329265,329265,4054,4244,2632,
1622,659343,326871,811,811,811,330077,330077,330077,330077,330077,330077,4059,4248,2635,
1624,660968,326304,812,812,812,330890,330890,330890,330890,330890,330890,4064,4252,2638,
1626,662595,330313,813,813,813,331704,331704,331704,331704,331704,331704,4069,4256,2641,
1628,664224,332837,814,814,814,332519,332519,332519,332519,332519,332519,4074,4260,2644,
1630,665855,329368,815,815,815,333335,333335,333335,333335,333335,333335,4079,4264,2647,
1632,667488,320202,816,816,816,334152,334152,334152,334152,334152,334152,4084,4268,2650,
1634,669123,335360,817,817,817,334970,334970,334970,334970,334970,334970,4089,4272,2653,
1636,670760,328720,818,818,818,335789,335789,335789,335789,335789,335789,4094,4276,2656,
1638,672399,328993,819,819,819,336609,336609,336609,336609,336609,336609,4099,4280,2659,
1640,674040,318430,820,820,820,337430,337430,337430,337430,337430,337430,4104,4284,2662,
1642,675683,319345,821,821,821,338252,338252,338252,338252,338252,338252,4109,4288,2665,
1644,677328,335187,822,822,822,339075,339075,339075,339075,339075,339075,4114,4292,2668,
1646,678975,329423,823,823,823,339899,339899,339899,339899,339899,339899,4119,4296,2671,
1648,680624,338657,824,824,824,340724,340724,340724,340724,340724,340724,4124,4300,2674,
1650,682275,336138,825,825,825,341550,341550,341550,341550,341550,341550,4129,4304,2677,
1652,683928,337406,826,826,826,342377,342377,342377,342377,342377,342377,4134,4308,2680,
1654,685583,337265,827,827,827,343205,343205,343205,343205,343205,343205,4139,4312,2683,
1656,687240,333664,828,828,828,344034,344034,344034,344034,344034,344034,4144,4316,2686,
1658,688899,339294,829,829,829,344864,344864,344864,344864,344864,344864,4149,4320,2689,
1660,690560,359157,830,830,830,345695,345695,345695,345695,345695,345695,4154,4324,2692,
1662,692223,347592,831,831,831,346527,346527,346527,346527,346527,346527,4159,4328,2695,
1664,693888,346395,832,832,832,347360,347360,347360,347360,347360,347360,4164,4332,2698,
1666,695555,348655,833,833,833,348194,348194,348194,348194,348194,348194,4169,4336,2701,
1668,697224,354970,834,834,834,349029,349029,349029,349029,349029,349029,4174,4340,2704,
1670,698895,354269,835,835,835,349865,349865,349865,349865,349865,349865,4179,4344,2707,
1672,700568,342048,836,836,836,350702,350702,350702,350702,350702,350702,4184,4348,2710,
1674,702243,342491,837,837,837,351540,351540,351540,351540,351540,351540,4189,4352,2713,
1676,703920,345030,838,838,838,352379,352379,352379,352379,352379,352379,4194,4356,2716,
1678,705599,346311,839,839,839,353219,353219,353219,353219,353219,353219,4199,4360,2719,
1680,707280,346849,840,840,840,354060,354060,354060,354060,354060,354060,4204,4364,2722,
1682,708963,352744,841,841,841,354902,354902,354902,354902,354902,354902,4209,4368,2725,
1684,710648,355474,842,842,842,355745,355745,355745,355745,355745,355745,4214,4372,2728,
1686,712335,361037,843,843,843,356589,356589,356589,356589,356589,356589,4219,4376,2731,
1688,714024,354220,844,844,844,357434,357434,357434,357434,357434,357434,4224,4380,2734,
1690,715715,368367,845,845,845,358280,358280,358280,358280,358280,358280,4229,4384,2737,
1692,717408,354512,846,846,846,359127,359127,359127,359127,359127,359127,4234,4388,2740,
1694,719103,368393,847,847,847,359975,359975,359975,359975,359975,359975,4239,4392,2742,
1696,720800,348745,848,848,848,360824,360824,360824,360824,360824,360824,4244,4396,2746,
1698,722499,353063,849,849,849,361674,361674,361674,361674,361674,361674,4249,4400,2749,
1700,724200,358671,850,850,850,362525,362525,362525,362525,362525,362525,4254,4404,2752,
1702,725903,358824,851,851,851,363377,363377,363377,363377,363377,363377,4259,4408,2755,
1704,727608,367053,852,852,852,364230,364230,364230,364230,364230,364230,4264,4412,2758,
1706,729315,371664,853,853,853,365084,365084,365084,365084,365084,365084,4269,4416,2761,
1708,731024,369272,854,854,854,365939,365939,365939,365939,365939,365939,4274,4420,2764,
1710,732735,378146,855,855,855,366795,366795,366795,366795,366795,366795,4279,4424,2767,
1712,734448,366153,856,856,856,367652,367652,367652,367652,367652,367652,4284,4428,2770,
1714,736163,371148,857,857,857,368510,368510,368510,368510,368510,368510,4289,4432,2773,
1716,737880,364549,858,858,858,369369,369369,369369,369369,369369,369369,4294,4436,2776,
1718,739599,369674,859,859,859,370229,370229,370229,370229,370229,370229,4299,4440,2779,
1720,741320,366070,860,860,860,371090,371090,371090,371090,371090,371090,4304,4444,2782,
1722,743043,365209,861,861,861,371952,371952,371952,371952,371952,371952,4309,4448,2785,
1724,744768,386241,862,862,862,372815,372815,372815,372815,372815,372815,4314,4452,2788,
